"","X35078","X35079","X35080","X35081","X35082","X35083","X35084","X35085","X35086","X35087","X35088","X35089","X35092","X35093","X35094","X35096","X35097","X35098","X35099","X35106","X35108","X35110","X35112","X35117","X35122","X35127","X35132","X35136","X35140","X35144","X35148","X35152","X35157","X35162","X35167","X35171","X35176","X35181","X35186","X35191","X35196","X35201","X35205","X35211","X35215","X35222","X35225","X35229","X35233","X35237","X35253","X35257","X35261","X35268","X35272","X35276","X35280","X35284","X35288","X35291","X35294","X35297","X35302","X35305","X35306","X35307","X35308","X35310","X35448","X35454","X35460","X35578","X35586","X35590","X35595","X35596","X35600","X35683","X35689","X35695","X35962","X36009","X36013","X36019","X36121","X36128","X36136","X36151","X36158","X36165","X10","X11","X12","X19","X24","X29","X33","X40","X45","X50"
"X1981M11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-25.63000000",NA," 34.70000000","-33.90000000"," -8.30000000"," -0.50000000",NA,NA,"104.83316740","122.85191611","  0.91535282","  0.67365270",NA,NA,NA,NA,NA,NA,NA,"  0.83955224",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.33670033","  0.41390598",NA,NA,"  0.25480938",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-29.00000000",NA,NA,NA," 11.87000000","  0.27539378",NA,NA,NA,NA," 99.38181890"," 98.96621477","  7.89653897"," 98.15455236"," 99.80338452",NA,NA,NA,"  0.08865001"," -2.02020202",NA," -1.00000000","  2.23287506",NA,"  0.68493151","  6.53103872","  5.81888957","  0.71214915","  4.40000000","  9.00000000"," 10.10000000","332.94000000",NA,NA,NA," 78.07737154",NA,NA
"X1981M12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-26.96000000",NA," 38.70000000","-36.90000000"," -5.30000000"," -5.50000000",NA,NA,"104.27884396","124.59363965","  0.89273174","  0.29739776",NA,NA,NA,NA,NA,NA,NA,"  0.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.11185683"," -0.30719077",NA,NA,"  0.10305072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-29.00000000",NA,NA,NA," 11.28000000","  0.26489143",NA,NA,NA,NA," 99.46666580"," 99.01490134","  8.01740437"," 98.05018480"," 99.77150843",NA,NA,NA," -0.08857149","  3.09278351",NA,"  1.01010101","  5.61553239",NA,"  1.53061224","  6.01228233","  5.75693911","  0.25534322","  5.50000000","  9.30000000"," 10.40000000","327.48000000",NA,NA,NA," 77.71687131",NA,NA
"X1982M01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-26.9600000",NA," 40.7000000","-39.9000000"," -0.3000000"," -8.5000000",NA,NA,"103.9970241","126.5115491","  0.8696567","  1.3343217",NA,NA,NA,NA,NA,NA,NA," 11.7483811",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.6703911","  9.7975097",NA,NA," -0.1980306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-32.0000000",NA,NA," 10.5600000"," 11.2300000","  2.3580549",NA,NA,NA,NA," 99.5820068"," 99.0418310","  8.0845518"," 97.9628449"," 99.6910436",NA,NA,NA,"  0.8865166"," -2.0000000",NA," -1.0000000","-32.2426898",NA,"  0.8375209","  5.8101226","  5.1639344","  0.6461881","  5.9000000","  9.6000000"," 10.7000000","327.9200000",NA,NA,NA," 77.5969323",NA,NA
"X1982M02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-27.96000000",NA," 39.70000000","-40.90000000"," -3.30000000","  1.50000000",NA,NA,"103.77281145","130.65946874","  0.84191418","  0.58522311",NA,NA,NA,NA,NA,NA,NA," -0.04139079",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.44395116"," -0.24699313",NA,NA,"  0.47129537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-32.00000000",NA,NA," 10.13000000"," 10.98000000","  0.21146585",NA,NA,NA,NA," 99.64418416"," 99.08367017","  8.20541720"," 97.89932200"," 99.52135969",NA,NA,NA,"  0.17575565"," -3.06122449",NA," -1.01010101"," 45.75522479",NA,"  1.49501661","  5.67344737","  5.07281553","  0.60063184","  5.70000000","  9.50000000"," 10.50000000","308.91000000",NA,NA,NA," 77.47699333",NA,NA
"X1982M03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-25.63000000",NA," 36.70000000","-38.90000000"," -1.30000000"," -7.50000000",NA,NA,"105.53037643","131.71155030","  0.82304822","  0.80000000",NA,NA,NA,NA,NA,NA,NA,"  0.12422362",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.77348067"," -0.24186314",NA,NA,"  0.85464244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-32.00000000",NA,NA,"  8.96000000"," 10.37000000","  0.08960444",NA,NA,NA,NA," 99.63324932"," 99.14660534","  8.17855822"," 97.85711240"," 99.25021296",NA,NA,NA," -0.61403291","  1.05263158",NA,"  0.00000000"," -0.98294771",NA," -0.32733224","  6.55990827","  5.95146188","  0.60844640","  6.40000000"," 10.00000000"," 10.70000000","285.71000000",NA,NA,NA," 77.35705434",NA,NA
"X1982M04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-27.3000000",NA," 35.7000000","-40.9000000"," -5.3000000"," -4.5000000",NA,NA,"104.5902715","133.9264588","  0.8433642","  0.1443002",NA,NA,NA,NA,NA,NA,NA,"  0.0000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.3289474"," -0.1410092",NA,NA,"  0.4113580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-27.0000000",NA,NA,"  8.2800000"," 10.1700000","  0.2459786",NA,NA,NA,NA," 99.5288122"," 99.2042173","  8.6888788"," 97.8164321"," 98.9220764",NA,NA,NA," -0.2647914","  1.0416667",NA,"  2.0408163"," 12.3033083",NA,"  6.2397373","  5.8086826","  5.3899643","  0.4187183","  7.3000000"," 10.2000000"," 10.7000000","318.8100000",NA,NA,NA," 76.9427965",NA,NA
"X1982M05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-25.63000000",NA," 34.70000000","-40.90000000"," -1.30000000"," -6.50000000",NA,NA,"104.85516088","129.31542196","  0.84872365","  0.36023054",NA,NA,NA,NA,NA,NA,NA," -0.04135647",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.32786886","  0.66929871",NA,NA,"  0.29158178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-27.00000000",NA,NA,"  8.71000000"," 10.15000000","  0.25953919",NA,NA,NA,NA," 99.34832573"," 99.19347626","  8.80974416"," 97.75583290"," 98.59707049",NA,NA,NA,"  0.53097513"," -2.06185567",NA,"  0.00000000"," -4.44619851",NA,"  1.39103555","  5.45797812","  5.20222663","  0.25575149","  6.80000000","  9.80000000"," 10.10000000","284.76000000",NA,NA,NA," 76.52853873",NA,NA
"X1982M06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-25.630000000",NA," 31.700000000","-41.900000000"," -3.300000000"," -5.500000000",NA,NA,"104.384678756","135.164794081","  0.810187370","  0.287150039",NA,NA,NA,NA,NA,NA,NA,"  0.000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.108932456","  0.841617107",NA,NA,"  0.005856169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-29.000000000",NA,NA,"  8.870000000"," 10.530000000","  0.257017137",NA,NA,NA,NA," 99.075217520"," 99.089510904","  8.393430033"," 97.668685029"," 98.314174380",NA,NA,NA,"  1.056339977"," -1.052631579",NA," -1.000000000","  1.025499988",NA," -4.725609756","  5.632937321","  5.773714201"," -0.140776880","  7.800000000"," 10.200000000"," 10.800000000","301.040000000",NA,NA,NA," 76.114280930",NA,NA
"X1982M07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-26.3000000",NA," 32.7000000","-40.9000000"," -5.3000000","  0.5000000",NA,NA,"105.0751788","137.0122292","  0.8127282","  0.3579098",NA,NA,NA,NA,NA,NA,NA,"  0.0000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.6528836"," -0.1390988",NA,NA,"  0.7885390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-30.0000000",NA,NA,"  9.0300000"," 10.5000000","  1.7505692",NA,NA,NA,NA," 98.7480492"," 98.9061598","  8.1785582"," 97.5764717"," 98.0545731",NA,NA,NA," -0.1742125","  0.0000000",NA,"  1.0101010","  4.2592072",NA," -2.5600000","  4.6425160","  5.0628261"," -0.4203101","  8.0000000"," 10.4000000"," 10.9000000","315.1600000",NA,NA,NA," 76.0162793",NA,NA
"X1982M08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-26.3000000",NA," 28.7000000","-40.9000000"," -9.3000000"," -4.5000000",NA,NA,"105.2585606","137.3595671","  0.8053017"," -0.5706134",NA,NA,NA,NA,NA,NA,NA,"  0.0000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.1081081"," -0.2089389",NA,NA,"  0.2905221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-32.0000000",NA,NA,"  8.6900000"," 10.2400000","  0.2097253",NA,NA,NA,NA," 98.4394625"," 98.6713437","  8.0845518"," 97.5151872"," 97.7820736",NA,NA,NA,"  0.0000000"," -3.1914894",NA," -4.0000000"," -5.7881488",NA," -1.1494253","  4.6578957","  4.8840107"," -0.2261150","  9.2000000"," 11.2000000"," 11.7000000","388.3400000",NA,NA,NA," 75.9182776",NA,NA
"X1982M09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-20.9700000",NA," 22.7000000","-32.9000000"," -7.3000000"," -5.5000000",NA,NA,"106.0097625","137.9384636","  0.7972913"," -0.1434720",NA,NA,NA,NA,NA,NA,NA," -0.2068680",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.5399568"," -0.1816019",NA,NA,"  0.7560956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-32.0000000",NA,NA,"  7.9200000","  9.9800000","  0.1378218",NA,NA,NA,NA," 98.2389021"," 98.4235193","  8.2457057"," 97.5132022"," 97.4808911",NA,NA,NA,"  0.4362907","  2.1978022",NA,"  2.0833333","  1.7022164",NA,"  1.9933555","  5.4944895","  5.3010729","  0.1934165","  9.0000000"," 11.0000000"," 11.4000000","383.3700000",NA,NA,NA," 75.8202760",NA,NA
"X1982M10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-25.64000000",NA," 24.70000000","-36.90000000","-15.30000000"," -1.50000000",NA,NA,"106.87486531","138.84456260","  0.79113630"," -0.79022989",NA,NA,NA,NA,NA,NA,NA," -0.04145943",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.42964554","  0.10345172",NA,NA,"  0.73157591",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-35.00000000",NA,NA,"  7.17000000","  9.73000000","  0.18333954",NA,NA,NA,NA," 98.19498305"," 98.19570591","  8.71573775"," 97.58057983"," 97.19344391",NA,NA,NA,"  0.43440759"," -1.07526882",NA,"  0.00000000","  8.67645664",NA,"  5.70032573","  5.22115873","  5.10622870","  0.11493003","  9.30000000"," 10.80000000"," 11.20000000","416.77000000",NA,NA,NA," 76.43158977",NA,NA
"X1982M11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-22.97000000",NA," 22.70000000","-37.90000000"," -8.30000000","-14.50000000",NA,NA,"106.78279986","140.28425315","  0.80486100","  0.07241130",NA,NA,NA,NA,NA,NA,NA," -0.08295308",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.00000000"," -0.42193191",NA,NA,"  0.01898522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-35.00000000",NA,NA,"  6.44000000","  8.89000000","  0.18912041",NA,NA,NA,NA," 98.36675890"," 98.03157891","  9.13205188"," 97.73511099"," 96.98885626",NA,NA,NA," -0.43252865"," -1.08695652",NA," -3.06122449"," -0.54745481",NA,"  4.77657935","  5.57341754","  5.63872542"," -0.06530788"," 10.20000000"," 10.90000000"," 11.30000000","423.24000000",NA,NA,NA," 77.04290355",NA,NA
"X1982M12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-21.9700000",NA," 20.7000000","-42.9000000"," -2.3000000"," -3.5000000",NA,NA,"107.0532069","134.3342034","  0.8396686"," -0.2170767",NA,NA,NA,NA,NA,NA,NA,"  0.0000000",NA,NA,NA,NA,NA,NA,NA,NA,NA," -0.2139037"," -0.4909995",NA,NA," -0.1902873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-36.0000000",NA,NA,"  5.7300000","  8.4000000","  0.2359199",NA,NA,NA,NA," 98.6690531"," 97.9525011","  9.3737827"," 97.9545957"," 96.9308854",NA,NA,NA," -1.3900906","  3.2967033",NA,"  0.0000000","  4.8263663",NA,"  2.6470588","  5.7828075","  5.7325939","  0.0502136"," 10.5000000"," 11.0000000"," 11.7000000","429.9000000",NA,NA,NA," 77.6542173",NA,NA
"X1983M01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.997000e+01",NA," 1.870000e+01","-3.790000e+01","-3.300000e+00","-1.500000e+00",NA,NA," 1.071280e+02"," 1.323660e+02"," 8.190705e-01"," 1.619289e-01",NA,NA,NA,NA,NA,NA,NA," 3.594853e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.000000e+00","-4.275751e-01",NA,NA,"-6.700911e-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-3.400000e+01",NA,NA," 5.030000e+00"," 7.980000e+00"," 1.905836e-01"," 1.620000e+02"," 1.990000e+02"," 3.610000e+02",NA," 9.899410e+01"," 9.796687e+01"," 9.575225e+00"," 9.821048e+01"," 9.704013e+01"," 1.300000e+01"," 9.900000e+00"," 1.100000e+01","-6.167379e-01","-1.063830e+00",NA," 4.210526e+00","-1.000622e+01",NA," 2.148997e+00"," 5.547062e+00"," 5.020726e+00"," 5.263358e-01"," 1.020000e+01"," 1.070000e+01"," 1.120000e+01"," 4.860700e+02",NA,NA,NA," 7.792092e+01",NA,NA
"X1983M02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-19.97000000",NA," 18.70000000","-36.90000000"," -4.30000000"," -7.50000000",NA,NA,"106.74750666","134.77215120","  0.82335454"," -0.44923630",NA,NA,NA,NA,NA,NA,NA," -0.13623979",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.21436227"," -0.51331238",NA,NA,"  0.42153254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-34.00000000",NA,NA,"  4.88000000","  8.20000000","  0.09477884","169.00000000","206.00000000","375.00000000",NA," 99.30430096"," 98.05723021","  9.84159288"," 98.48598692"," 97.31045018"," 12.20000000"," 10.60000000"," 11.20000000"," -0.44326516","  2.15053763",NA," -3.03030303"," -3.60271844",NA,"  2.78184480","  5.36249206","  4.89224218","  0.47024988"," 10.50000000"," 10.50000000"," 10.90000000","394.41000000",NA,NA,NA," 78.18761297",NA,NA
"X1983M03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-16.97000000",NA," 16.70000000","-33.90000000"," -0.30000000"," -6.50000000",NA,NA,"106.87767409","135.04901477","  0.80618543","  0.09025271",NA,NA,NA,NA,NA,NA,NA," -0.13642565",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.10695187"," -0.72127401",NA,NA,"  0.17798340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-34.00000000",NA,NA,"  4.40000000","  8.03000000","  0.04140078","168.00000000","209.00000000","377.00000000",NA," 99.58697893"," 98.20759652"," 10.65471594"," 98.76192983"," 97.71230850"," 13.60000000"," 10.10000000"," 11.30000000"," -0.71237427","  1.05263158",NA,"  1.04166667"," 26.60462831",NA,"  8.26210826","  6.42835843","  5.61875652","  0.80960191"," 10.20000000","  9.90000000"," 10.20000000","410.93000000",NA,NA,NA," 78.45431080",NA,NA
"X1983M04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-15.3000000",NA," 16.7000000","-31.9000000","  2.7000000","  2.5000000",NA,NA,"105.2745358","138.2656660","  0.7959933"," -0.1803427",NA,NA,NA,NA,NA,NA,NA,"  0.1366120",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.4273504","  0.9333189",NA,NA,"  0.5203019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-30.0000000",NA,NA,"  5.2600000","  8.4600000","  0.1380959","153.0000000","201.0000000","354.0000000",NA," 99.8102298"," 98.3934239"," 11.7342069"," 99.0121863"," 98.1836253"," 12.1000000","  9.6000000"," 10.5000000","  0.8968527","  0.0000000",NA,"  0.0000000","-10.1534481",NA," 10.1315789","  5.3700805","  4.9259111","  0.4441694"," 10.1000000","  9.6000000"," 10.1000000","430.8800000",NA,NA,NA," 78.6656494",NA,NA
"X1983M05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-18.63000000",NA," 18.70000000","-32.90000000"," -4.30000000"," -5.50000000",NA,NA,"104.44525667","139.70032272","  0.77869635","  0.09033424",NA,NA,NA,NA,NA,NA,NA," -0.06821287",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.10638298","  0.76701053",NA,NA,"  0.05642958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-29.00000000",NA,NA,"  5.72000000","  8.85000000","  0.15171838","142.00000000","197.00000000","339.00000000",NA," 99.97791280"," 98.56694549"," 11.74822626"," 99.22252497"," 98.65235893"," 11.50000000","  9.80000000"," 10.40000000","  0.44444723","  3.12500000",NA,"  2.06185567"," -7.09175645",NA,"  0.11947431","  5.48392909","  5.06630153","  0.41762756"," 10.70000000","  9.70000000"," 10.30000000","447.29000000",NA,NA,NA," 78.87698796",NA,NA
"X1983M06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-16.63000000",NA," 17.70000000","-30.90000000"," -1.30000000","  3.50000000",NA,NA,"103.75839963","143.71736140","  0.77363884","  0.36101083",NA,NA,NA,NA,NA,NA,NA,"  0.06825943",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.10626993","  0.45882509",NA,NA,"  0.02185088",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-29.00000000",NA,NA,"  5.91000000","  9.22000000","  0.23358617","167.00000000","188.00000000","355.00000000",NA,"100.16942632"," 98.70261654"," 12.28096206"," 99.41090471"," 99.05429142"," 12.40000000","  9.30000000"," 10.40000000","  0.79646817"," -4.04040404",NA," -2.02020202"," 24.13387543",NA,"  4.53460621","  5.44903678","  5.30122592","  0.14781086"," 10.80000000","  9.50000000","  9.60000000","431.65000000",NA,NA,NA," 79.08832654",NA,NA
"X1983M07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-14.9600000",NA," 15.7000000","-29.9000000","  0.7000000"," -2.5000000",NA,NA,"103.6239351","145.7460163","  0.7455041","  0.3597122",NA,NA,NA,NA,NA,NA,NA," -0.1364257",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.5307856","  1.7177957",NA,NA,"  0.4711468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-28.0000000",NA,NA,"  5.6500000","  9.0800000"," -0.2372422","151.0000000","174.0000000","325.0000000",NA,"100.3888311"," 98.7958530"," 12.9118334"," 99.5837550"," 99.3513010"," 10.9000000","  8.4000000","  9.3000000","  0.7901624","  1.0526316",NA,"  4.1237113"," -8.7433686",NA,"  5.1369863","  4.5774186","  4.4693123","  0.1081062"," 11.1000000","  9.4000000","  9.6000000","456.5300000",NA,NA,NA," 79.3185680",NA,NA
"X1983M08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-11.96000000",NA," 12.70000000","-27.90000000","  4.70000000","  8.50000000",NA,NA,"102.87688480","150.36712093","  0.72801764","  0.26881721",NA,NA,NA,NA,NA,NA,NA,"  0.20491800",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.31678987","  0.75009084",NA,NA,"  0.29139285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-28.00000000",NA,NA,"  6.10000000","  9.03000000","  0.04895493","138.00000000","182.00000000","319.00000000",NA,"100.60682390"," 98.84841013"," 13.33241429"," 99.73492000"," 99.52803554"," 10.90000000","  9.00000000","  9.70000000","  1.48083950"," -1.04166667",NA," -2.97029703","-10.09519186",NA,"  3.25732899","  4.70724114","  4.90643099"," -0.19918985"," 10.30000000","  9.20000000","  9.30000000","452.93000000",NA,NA,NA," 79.54880943",NA,NA
"X1983M09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-11.2900000",NA," 14.7000000","-24.9000000","  5.7000000","  4.5000000",NA,NA,"102.9029828","150.2765110","  0.7470202","  0.3574620",NA,NA,NA,NA,NA,NA,NA," -0.4089980",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.4210526"," -0.5014899",NA,NA,"  0.5117830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-28.0000000",NA,NA,"  6.2100000","  8.8000000","  0.1645677","154.0000000","183.0000000","337.0000000",NA,"100.7812242"," 98.8722425"," 13.2482981"," 99.8591751"," 99.5954651"," 12.7000000","  9.3000000"," 10.5000000","  0.8583624","  0.0000000",NA," -1.0204082","  8.6086320",NA," -0.6309148","  5.3123639","  4.8919707","  0.4203933","  9.8000000","  8.7000000","  8.9000000","440.9000000",NA,NA,NA," 79.7790509",NA,NA
"X1983M10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-14.96000000",NA," 15.70000000","-27.90000000"," -1.30000000","  1.50000000",NA,NA,"103.70041512","146.99945316","  0.74740147","  0.80142475",NA,NA,NA,NA,NA,NA,NA," -0.13689254",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.41928721"," -1.29283933",NA,NA,"  0.47680528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-27.00000000",NA,NA,"  6.13000000","  8.53000000","  0.03449022","155.00000000","182.00000000","337.00000000",NA,"100.91646645"," 98.88022723"," 13.08006575"," 99.97174059"," 99.60230181"," 12.60000000","  9.60000000"," 10.60000000"," -0.59574392","  0.00000000",NA,"  2.06185567"," -2.55756410",NA," -1.26984127","  5.36572837","  5.33662078","  0.02910760","  9.60000000","  8.90000000","  9.20000000","416.46000000",NA,NA,NA," 80.07242457",NA,NA
"X1983M11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-11.2900000",NA," 12.7000000","-25.9000000","  4.7000000","  2.5000000",NA,NA,"102.9312570","151.3688637","  0.7294633","  0.6183746",NA,NA,NA,NA,NA,NA,NA,"  0.2056203",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.3131524","  0.7580593",NA,NA,"  0.2101619",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-27.0000000",NA,NA,"  6.2300000","  8.5700000","  0.1638180","150.0000000","192.0000000","342.0000000",NA,"101.0678372"," 98.8786543"," 12.9819302","100.0963739"," 99.6048390"," 12.3000000","  9.6000000"," 10.5000000","  0.9417851","  2.1052632",NA,"  1.0101010"," -2.8724724",NA," -0.7502680","  5.7539075","  5.1882275","  0.5656801","  9.1000000","  8.9000000","  9.2000000","451.4900000",NA,NA,NA," 80.3657983",NA,NA
"X1983M12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -9.62000000",NA," 14.70000000","-22.90000000","  8.70000000","  3.50000000",NA,NA,"102.08989605","155.23488585","  0.71911024","  0.26338894",NA,NA,NA,NA,NA,NA,NA,"  0.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.00000000"," -0.19958694",NA,NA," -0.04178133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-27.00000000",NA,NA,"  6.26000000","  8.58000000","  0.23110399","132.00000000","181.00000000","313.00000000",NA,"101.19285017"," 98.87632282"," 13.61280155","100.22790118"," 99.64086598"," 11.20000000","  9.30000000","  9.90000000","  0.59372271","  2.06185567",NA,"  2.00000000","  2.72272618",NA,"  4.85961123","  5.34373176","  5.05836954","  0.28536222","  9.40000000","  8.70000000","  8.80000000","432.00000000",NA,NA,NA," 80.65917195",NA,NA
"X1984M01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -7.95000000",NA," 10.70000000","-17.90000000","  4.70000000"," 16.50000000",NA,NA,"101.20831178","158.84921388","  0.69528593","  0.35026269",NA,NA,NA,NA,NA,NA,NA,"  4.71956222",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.31217481","  3.33976767",NA,NA,"  0.05769752",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-25.00000000",NA,NA,"  6.06000000","  8.57000000"," -0.20841114","156.00000000","202.00000000","358.00000000",NA,"101.25444679"," 98.87830080"," 15.29512512","100.34886733"," 99.70375348"," 13.20000000","  9.90000000"," 11.00000000","  1.18043559","  2.02020202",NA,"  0.98039216"," 10.05388502",NA," 12.35839341","  5.76530612","  5.21485613","  0.55044999","  8.90000000","  8.30000000","  8.60000000","436.19000000",NA,NA,NA," 80.60400370",NA,NA
"X1984M02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -7.620000000",NA," 10.700000000","-14.900000000","  2.700000000","  8.500000000",NA,NA,"102.039334314","153.608941617","  0.748542991","  0.261780100",NA,NA,NA,NA,NA,NA,NA,"  0.000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.518672202","  0.193522874",NA,NA,"  0.602900131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-25.000000000",NA,NA,"  6.000000000","  8.560000000"," -0.006661083","162.000000000","209.000000000","370.000000000",NA,"101.287189167"," 98.879481094"," 15.070815308","100.437699096"," 99.767596451"," 12.400000000"," 10.500000000"," 11.200000000"," -0.083331013"," -0.990099010",NA," -0.970873786"," -5.329229099",NA," -1.466544455","  5.764378175","  5.567098148","  0.197280026","  8.300000000","  7.900000000","  8.400000000","428.550000000",NA,NA,NA," 80.548835460",NA,NA
